Case,Activity,Timestamp,Resource,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,y_true,Activity_fixed
1373,Request info,2023-12-18 19:52:12.861,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
1373,info received,2023-12-18 20:05:18.793,,,info received,0,info received,info received,info received,0,0,info received
1373,Check for completeness,2023-12-18 20:05:28.793,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1373,Perform checks,2023-12-18 20:07:35.757,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1373,Make decision,2023-12-18 20:09:26.553,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1373,notify reject,2023-12-18 20:22:43.636,Manager-000005,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1373,review request received,2023-12-18 20:28:13.519,,,review request received,0,review request received,review request received,review request received,0,0,review request received
1373,Check for completeness,2023-12-18 20:28:23.519,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1373,Perform checks,2023-12-18 20:32:33.278,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1373,Make decision,2023-12-18 20:33:59.990,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1373,Notify accept,2023-12-18 20:34:55.018,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1373,Deliver card,2023-12-18 21:02:56.811,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1373,EVENT 13 END,2023-12-18 21:03:59.838,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1374,Check for completeness,2023-12-18 19:28:38.402,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1374,New online application received,2023-12-18 19:28:38.402,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1374,Perform checks,2023-12-18 19:29:50.315,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1374,Make decision,2023-12-18 19:47:36.162,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1374,notify reject,2023-12-18 19:52:05.735,Manager-000002,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1374,review request received,2023-12-18 19:56:50.464,,,review request received,0,review request received,review request received,review request received,0,0,review request received
1374,Check for completeness,2023-12-18 19:57:00.464,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1374,Perform checks,2023-12-18 20:04:32.258,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1374,Make decision,2023-12-18 20:05:31.680,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1374,notify reject,2023-12-18 20:13:29.887,Manager-000001,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1374,time out,2023-12-18 20:16:27.756,,,time out,0,time out,time out,time out,0,0,time out
1374,EVENT 13 END,2023-12-18 20:16:37.756,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1375,Check for completeness,2023-12-18 22:17:34.885,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1375,New online application received,2023-12-18 22:17:34.885,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1375,Request info,2023-12-18 22:29:03.664,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
1375,info received,2023-12-18 22:33:58.029,,,info received,0,info received,info received,info received,0,0,info received
1375,Check for completeness,2023-12-18 22:34:08.029,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1375,Perform checks,2023-12-18 22:44:26.612,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1375,Make decision,2023-12-18 23:05:09.278,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1375,Notify accept,2023-12-18 23:09:28.728,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1375,Deliver card,2023-12-18 23:10:49.432,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1375,EVENT 13 END,2023-12-18 23:18:31.572,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1377,Check for completeness,2023-12-19 00:25:34.102,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1377,New online application received,2023-12-19 00:25:34.102,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1377,Perform checks,2023-12-19 00:52:25.347,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1377,Make decision,2023-12-19 00:55:41.051,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1377,Notify accept,2023-12-19 01:02:29.761,Manager-000002,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1377,Deliver card,2023-12-19 01:03:29.542,Manager-000004,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1377,EVENT 13 END,2023-12-19 01:08:27.073,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1379,Check for completeness,2023-12-19 01:26:32.412,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1379,New online application received,2023-12-19 01:26:32.412,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1379,Request info,2023-12-19 01:27:03.852,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
1379,info received,2023-12-19 01:41:18.067,,,info received,0,info received,info received,info received,0,0,info received
1379,Check for completeness,2023-12-19 01:41:28.067,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1379,Perform checks,2023-12-19 02:12:59.469,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1379,Make decision,2023-12-19 02:16:49.042,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1379,Notify accept,2023-12-19 02:16:57.193,Manager-000001,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1379,Deliver card,2023-12-19 02:59:21.445,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1379,EVENT 13 END,2023-12-19 03:03:18.717,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
138,Check for completeness,2023-10-06 08:37:02.730,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
138,New online application received,2023-10-06 08:37:02.730,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
138,Perform checks,2023-10-06 08:39:48.149,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
138,Make decision,2023-10-06 08:48:12.264,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
138,Notify accept,2023-10-06 08:53:25.043,Manager-000002,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
138,Deliver card,2023-10-06 08:55:24.099,Manager-000004,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
138,EVENT 13 END,2023-10-06 09:08:08.868,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1380,Check for completeness,2023-12-19 03:23:18.792,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1380,New online application received,2023-12-19 03:23:18.792,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1380,Request info,2023-12-19 03:28:05.606,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
1380,info received,2023-12-19 03:32:25.753,,,info received,0,info received,info received,info received,0,0,info received
1380,Check for completeness,2023-12-19 03:32:35.753,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1380,Request info,2023-12-19 03:45:34.751,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
1380,info received,2023-12-19 03:50:34.867,,,info received,0,info received,info received,info received,0,0,info received
1380,Check for completeness,2023-12-19 03:50:44.867,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1380,Perform checks,2023-12-19 03:59:56.657,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1380,Make decision,2023-12-19 04:12:43.668,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1380,Notify accept,2023-12-19 04:15:15.586,Manager-000002,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1380,Deliver card,2023-12-19 04:17:36.640,Manager-000005,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1380,EVENT 13 END,2023-12-19 04:27:46.291,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1381,Check for completeness,2023-12-19 05:04:48.940,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1381,New online application received,2023-12-19 05:04:48.940,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1381,Request info,2023-12-19 05:05:59.227,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
1381,info received,2023-12-19 05:10:44.286,,,info received,0,info received,info received,info received,0,0,info received
1381,Check for completeness,2023-12-19 05:10:54.286,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1381,Perform checks,2023-12-19 05:16:18.340,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1381,Make decision,2023-12-19 05:39:55.341,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1381,notify reject,2023-12-19 05:45:16.486,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1381,time out,2023-12-19 06:05:33.715,,,time out,0,time out,time out,time out,0,0,time out
1381,EVENT 13 END,2023-12-19 06:05:43.715,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1382,Check for completeness,2023-12-19 05:35:28.348,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1382,New online application received,2023-12-19 05:35:28.348,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1382,Perform checks,2023-12-19 05:43:06.000,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1382,Make decision,2023-12-19 05:44:04.785,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1382,notify reject,2023-12-19 06:07:36.263,Manager-000005,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1382,time out,2023-12-19 06:13:59.235,,,time out,0,time out,time out,time out,0,0,time out
1382,EVENT 13 END,2023-12-19 06:14:09.235,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1383,Check for completeness,2023-12-19 06:35:48.385,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1383,New online application received,2023-12-19 06:35:48.385,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1383,Perform checks,2023-12-19 06:52:32.276,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1383,Make decision,2023-12-19 06:57:32.195,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1383,notify reject,2023-12-19 06:58:20.762,Manager-000003,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1383,time out,2023-12-19 07:09:04.059,,,time out,0,time out,time out,time out,0,0,time out
1383,EVENT 13 END,2023-12-19 07:09:14.059,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1384,Check for completeness,2023-12-19 07:49:22.135,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1384,New online application received,2023-12-19 07:49:22.135,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1384,Perform checks,2023-12-19 07:52:20.390,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1384,Make decision,2023-12-19 07:56:32.787,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1384,notify reject,2023-12-19 08:02:40.498,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1384,time out,2023-12-19 08:05:51.669,,,time out,0,time out,time out,time out,0,0,time out
1384,EVENT 13 END,2023-12-19 08:06:01.669,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1385,Check for completeness,2023-12-19 08:02:49.889,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1385,New online application received,2023-12-19 08:02:49.889,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1385,Perform checks,2023-12-19 08:03:11.563,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1385,Make decision,2023-12-19 08:05:23.003,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1385,Notify accept,2023-12-19 08:23:43.370,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1385,Deliver card,2023-12-19 09:07:14.301,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1385,EVENT 13 END,2023-12-19 09:07:18.764,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1386,Check for completeness,2023-12-19 08:30:03.842,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1386,New online application received,2023-12-19 08:30:03.842,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1386,Request info,2023-12-19 08:32:56.220,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
1386,info received,2023-12-19 08:36:49.171,,,info received,0,info received,info received,info received,0,0,info received
1386,Check for completeness,2023-12-19 08:36:59.171,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1386,Perform checks,2023-12-19 08:37:31.495,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1386,Make decision,2023-12-19 08:41:07.016,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1386,Notify accept,2023-12-19 08:48:52.795,Manager-000002,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1386,Deliver card,2023-12-19 08:49:54.256,Manager-000004,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1386,EVENT 13 END,2023-12-19 08:54:56.237,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1387,Check for completeness,2023-12-19 09:27:06.922,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1387,New online application received,2023-12-19 09:27:06.922,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1387,Request info,2023-12-19 09:44:48.657,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
1387,info received,2023-12-19 09:56:43.602,,,info received,0,info received,info received,info received,0,0,info received
1387,Check for completeness,2023-12-19 09:56:53.602,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1387,Request info,2023-12-19 10:01:24.136,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
1387,info received,2023-12-19 10:13:06.521,,,info received,0,info received,info received,info received,0,0,info received
1387,Check for completeness,2023-12-19 10:13:16.521,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1387,Perform checks,2023-12-19 10:17:02.405,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1387,Make decision,2023-12-19 10:29:00.599,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1387,notify reject,2023-12-19 10:32:02.713,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1387,time out,2023-12-19 11:06:45.071,,,time out,0,time out,time out,time out,0,0,time out
1387,EVENT 13 END,2023-12-19 11:06:55.071,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1388,Check for completeness,2023-12-19 10:27:49.407,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1388,New online application received,2023-12-19 10:27:49.407,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1388,Perform checks,2023-12-19 10:28:39.334,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1388,Make decision,2023-12-19 10:32:46.574,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1388,notify reject,2023-12-19 10:33:53.897,Manager-000006,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1388,review request received,2023-12-19 10:44:45.733,,,review request received,0,review request received,review request received,review request received,0,0,review request received
1388,Check for completeness,2023-12-19 10:44:55.733,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1388,Perform checks,2023-12-19 10:52:24.640,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1388,Make decision,2023-12-19 10:53:06.517,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1388,Notify accept,2023-12-19 11:09:19.438,Manager-000003,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1388,Deliver card,2023-12-19 11:20:25.874,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1388,EVENT 13 END,2023-12-19 11:42:30.858,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1389,Check for completeness,2023-12-19 11:46:19.556,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1389,New online application received,2023-12-19 11:46:19.556,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1389,Request info,2023-12-19 12:00:28.356,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
1389,info received,2023-12-19 12:05:47.254,,,info received,0,info received,info received,info received,0,0,info received
1389,Check for completeness,2023-12-19 12:05:57.254,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1389,Perform checks,2023-12-19 12:19:56.575,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1389,Make decision,2023-12-19 12:20:20.602,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1389,Notify accept,2023-12-19 12:23:41.584,Manager-000001,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1389,Deliver card,2023-12-19 13:00:39.656,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1389,EVENT 13 END,2023-12-19 13:12:07.761,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
139,Check for completeness,2023-10-06 10:09:37.623,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
139,New online application received,2023-10-06 10:09:37.623,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
139,Perform checks,2023-10-06 10:32:39.685,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
139,Make decision,2023-10-06 10:41:02.829,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
139,Notify accept,2023-10-06 10:42:10.691,Manager-000001,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
139,Deliver card,2023-10-06 10:51:17.926,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
139,EVENT 13 END,2023-10-06 10:52:53.561,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1390,Check for completeness,2023-12-19 12:05:24.444,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1390,New online application received,2023-12-19 12:05:24.444,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1390,Request info,2023-12-19 12:14:14.658,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
1390,info received,2023-12-19 12:25:43.878,,,info received,0,info received,info received,info received,0,0,info received
1390,Check for completeness,2023-12-19 12:25:53.878,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1390,Perform checks,2023-12-19 12:46:40.658,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1390,Make decision,2023-12-19 13:35:25.411,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1390,notify reject,2023-12-19 13:42:33.585,Manager-000006,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1390,review request received,2023-12-19 13:47:45.304,,,review request received,0,review request received,review request received,review request received,0,0,review request received
1390,Check for completeness,2023-12-19 13:47:55.304,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1390,Perform checks,2023-12-19 14:01:46.633,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1390,Make decision,2023-12-19 14:33:12.275,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1390,Notify accept,2023-12-19 14:36:01.869,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1390,Deliver card,2023-12-19 14:46:32.113,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1390,EVENT 13 END,2023-12-19 14:51:27.970,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1391,Check for completeness,2023-12-19 13:01:03.456,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1391,New online application received,2023-12-19 13:01:03.456,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1391,Request info,2023-12-19 13:29:06.421,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
1391,info received,2023-12-19 13:40:29.840,,,info received,0,info received,info received,info received,0,0,info received
1391,Check for completeness,2023-12-19 13:40:39.840,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1391,Request info,2023-12-19 13:46:15.634,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
1391,info received,2023-12-19 13:49:54.095,,,info received,0,info received,info received,info received,0,0,info received
1391,Check for completeness,2023-12-19 13:50:04.095,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1391,Request info,2023-12-19 13:52:21.742,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
1391,info received,2023-12-19 13:53:01.822,,,info received,0,info received,info received,info received,0,0,info received
1391,Check for completeness,2023-12-19 13:53:11.822,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1391,Perform checks,2023-12-19 13:54:03.439,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1391,Make decision,2023-12-19 13:56:19.488,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1391,Notify accept,2023-12-19 14:16:54.681,Manager-000001,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1391,Deliver card,2023-12-19 14:28:09.517,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1391,EVENT 13 END,2023-12-19 14:33:51.048,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1393,Check for completeness,2023-12-19 13:43:21.704,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1393,New online application received,2023-12-19 13:43:21.704,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1393,Perform checks,2023-12-19 13:48:02.860,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1393,Make decision,2023-12-19 13:59:21.338,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1393,Notify accept,2023-12-19 14:11:33.053,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1393,Deliver card,2023-12-19 14:43:45.044,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1393,EVENT 13 END,2023-12-19 14:45:05.403,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1395,Check for completeness,2023-12-19 14:04:33.341,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1395,New online application received,2023-12-19 14:04:33.341,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1395,Perform checks,2023-12-19 14:11:11.964,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1395,Make decision,2023-12-19 14:46:39.642,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1395,Notify accept,2023-12-19 14:52:25.177,Manager-000003,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1395,Deliver card,2023-12-19 14:52:47.276,Manager-000005,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1395,EVENT 13 END,2023-12-19 15:09:20.079,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1396,Check for completeness,2023-12-19 15:00:08.859,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1396,New online application received,2023-12-19 15:00:08.859,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1396,Perform checks,2023-12-19 15:02:21.000,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1396,Make decision,2023-12-19 15:28:32.788,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1396,notify reject,2023-12-19 15:47:01.546,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1396,time out,2023-12-19 16:00:23.133,,,time out,0,time out,time out,time out,0,0,time out
1396,EVENT 13 END,2023-12-19 16:00:33.133,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1397,Check for completeness,2023-12-19 16:08:49.934,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1397,New online application received,2023-12-19 16:08:49.934,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1397,Perform checks,2023-12-19 16:15:06.226,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
